Message,Subject,Date,URL
180/23,"75 YEARS OF POWERING MARITIME DOMINANCE - CALDWELL SENDS",08/04/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23180.txt?ver=Y4M2ssVQ_WJPfbkVedj3nQ%3d%3d
181/23,"FISCAL YEAR 24 NAVY RESERVE NATIONAL COMMAND AND SENIOR OFFICER BOARD",08/07/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23181.txt?ver=oPYmiY8sB_cN1DDFREblFQ%3d%3d
182/23,"2022-23 MASTER CHIEF PETTY OFFICER OF THE NAVY DELBERT D. BLACK LEADERSHIP AWARD SELECTION",08/09/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23182.txt?ver=E0QgfXvs3V7YHkGbw7lywA%3d%3d
183/23,"EXERCISE-EXERCISE-EXERCISE ORDER TO ACCOUNT FOR THE NAVY FAMILY ACCOUNTABILITY AND ASSESSMENT SYSTEM FOR SIMULATED EARTHQUAKE IN CONJUNCTION WITH CITADEL RUMBLE 23

    ",08/09/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23183.txt?ver=9F4bT-EsQfMI_t9ZiriJ9A%3d%3d
184/23,"EXERCISE-EXERCISE-EXERCISE ORDER TO ACCOUNT FOR THE NAVY FAMILY ACCOUNTABILITY AND ASSESSMENT SYSTEM FOR SIMULATED NWTC TSUNAMI AFTER STORM PASSAGE/CLOSEST POINT OF APPROACH (CPA) IN CONJUNCTION WITH CITADEL RUMBLE 23

    ",08/09/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23184.txt?ver=EMA9nxx7qv0EGlblc-Qp5Q%3d%3d
185/23,"EXERCISE-EXERCISE-EXERCISE ORDER TO ACCOUNT FOR THE NAVY FAMILY ACCOUNTABILITY AND ASSESSMENT SYSTEM FOR SIMULATED EARTHQUAKE IN CONJUNCTION WITH CITADEL RUMBLE

    ",08/09/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23185.txt?ver=38gQs6kwf3ii120gQ31D0Q%3d%3d
186/23,"ORDER TO ACCOUNT FOR THE NAVY FAMILY ACCOUNTABILITY AND ASSESSMENT SYSTEM IN CONJUNCTION WITH THE MAUI WILDFIRES IN THE STATE OF HAWAII",08/10/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23186.txt?ver=IQ0QljUFhLjUN_uj-246BQ%3d%3d
187/23,"248TH NAVY BIRTHDAY PLANNING ORDER",08/14/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23187.txt?ver=dptbHjPEDXRhOt5lAeOnIw%3d%3d
188/23,"VCNO MESSAGE TO THE FLEET",08/14/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23188.txt?ver=kU-w9DlYqNoWr4C87EDSuA%3d%3d
189/23,"NAVY ORGANIZATION MANAGEMENT - UPDATED ORGANIZATION CHANGE REQUEST MANUAL AND OCR FORM",08/15/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23189.txt?ver=MdZKcI7DRVOy20iz3XyBKw%3d%3d
190/23,"ORDER TO UPDATE NAVY FAMILY ACCOUNTABILITY AND ASSESSMENT SYSTEM PERSONAL CONTACT INFORMATION (SEPTEMBER 2023)",08/16/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23190.txt?ver=S0U1mMUdW5DmM5k9ONb6Yw%3d%3d
191/23,"SENATE CONFIRMATION OF OFFICERS SELECTED BY THE FY-24 ACTIVE-DUTY NAVY CAPTAIN LINE AND STAFF CORPS BOARDS",08/16/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23191.txt?ver=-oFF4iv4EgrhwHhUnroPWg%3d%3d
192/23,"SENATE CONFIRMATION OF OFFICERS SELECTED BY THE FY-24 NAVY RESERVE CAPTAIN LINE AND STAFF CORPS BOARDS",08/16/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23192.txt?ver=0m8WTrbdyj28SRwUOrNQag%3d%3d
193/23,"EVALUATIONS FOR SENIOR CHIEF PETTY OFFICERS SCREENED TO MASTER CHIEF PETTY OFFICER ",08/16/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23193.txt?ver=wE1_i9JonpYIlhsuGqtPww%3d%3d
194/23,"NAVAL SPECIAL WARFARE CHIEF WARRANT OFFICER RETENTION BONUS PROGRAM",08/16/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23194.txt?ver=0yTesxwX2lFktS73XpLTsA%3d%3d
195/23,"CONVENING OF THE FISCAL YEAR 24 TRAINING AND ADMINISTRATION OF THE RESERVE CAPTAIN SELECTIVE RETENTION BOARD",08/16/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23195.txt?ver=kcZwZem6qM8fxRevps7Ekg%3d%3d
196/23,"2023 MERITORIOUS ADVANCEMENT PROGRAM SEASON TWO   FACT SHEET",08/16/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23196.txt?ver=F61qU5_96VoZtt9_3EXRhA%3d%3d
197/23,"NAVY WORKING UNIFORM TYPE III WEAR IN THE NATIONAL CAPITAL REGION",08/17/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23197.txt?ver=VXg5NwRpBk28iHoXGEMbLQ%3d%3d
198/23,"DRAFT ADVANCEMENT EXAMINATION READINESS REVIEW SCHEDULE FOR 1ST AND 2ND QUARTER FISCAL YEAR 2024 AND IDENTIFICATION OF FLEET SUBJECT MATTER EXPERTS",08/17/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23198.txt?ver=7GTXwHu1Xd4RukqEA5M9lg%3d%3d
199/23,"COMMANDING OFFICER APPLICATIONS BEING ACCEPTED BY NAVY FLIGHT DEMONSTRATION SQUADRON (BLUE ANGELS) FOR 2025-2026 SHOW SEASONS",08/17/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23199.txt?ver=HrRJ0_mBN9Du7CP9J_kVpg%3d%3d
200/23,"OFFICER APPLICATIONS BEING ACCEPTED BY NAVY FLIGHT DEMONSTRATION SQUADRON (BLUE ANGELS) FOR THE 2025-2027 SHOW SEASONS",08/17/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23200.txt?ver=cdJmIEry1rRXJU25qEUDVQ%3d%3d
201/23,"NOTICE OF CONVENING FY-25 ACTIVE-DUTY REAR ADMIRAL AND REAR ADMIRAL (LOWER HALF) PROMOTION SELECTION BOARDS",08/21/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23201.txt?ver=6fusUrUB5FS1qCG8d5fEUQ%3d%3d
202/23,"FALL FISCAL YEAR 2024 TRAINING AND ADMINISTRATION OF THE RESERVE OFFICER TRANSFER AND REDESIGNATION BOARD",08/21/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23202.txt?ver=2TBncTrXaguH5vZe9Woi7Q%3d%3d
203/23,"FY-24 ACTIVE-DUTY NAVY E7 ADVANCEMENT SELECTION BOARDS RESULTS",08/22/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23203.txt?ver=xMRFWg6jdGqrTql7T5aUkw%3d%3d
204/23,"CHIEF OF NAVAL OPERATIONS FIRST QUARTER FY23 GOLD DISK AWARDEES",08/24/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23204.txt?ver=7JrPtDmyUX72U9hx19ODrw%3d%3d
205/23,"FISCAL YEAR 2023 COPERNICUS AWARD NOMINATION",08/24/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23205.txt?ver=-X4Z_7MgmAtcOwENqLch-Q%3d%3d
206/23,"ACTIVE-DUTY PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER, LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND STAFF CORPS

    ",08/28/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23206.txt?ver=AXpq2OjGKxVq44eGCx3hew%3d%3d
207/23,"NAVY RESERVE PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER, LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND STAFF CORPS

    ",08/28/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23207.txt?ver=LaRigdbMkvLBIn-eqm_SxA%3d%3d
208/23,"ORDER TO ACCOUNT FOR THE NAVY FAMILY ACCOUNTABILITY AND ASSESSMENT SYSTEM IN CONJUNCTION WITH HURRICANE IDALIA AFTER STORM PASSAGE/CLOSEST POINT OF APPROACH (CPA)

    ",08/31/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23208.txt?ver=TDaDFbP-2U9pnyxtNUcm_w%3d%3d
209/23,"2023 OMBUDSMAN APPRECIATION DAY",08/31/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23209.txt?ver=pN3TM9HFhIPy0OXBt-TkDg%3d%3d
210/23,"ANNOUNCEMENT OF OPNAV 1650/14 (Rev. AUG 23)",09/05/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23210.txt?ver=nK_froPiP0Kh-w9xjLm_Ag%3d%3d
211/23,"U.S. NAVY INSIDER THREAT AWARENESS MONTH",09/05/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23211.txt?ver=iSn6kT38kg0HEe8j4mDDiA%3d%3d
212/23,"MODIFICATION TO THE ACADEMIC YEAR 2024-2025 STRATEGIST AND NATIONAL SECURITY FELLOWSHIPS AND GRADUATE EDUCATION SCHOLARSHIP PROGRAMS CALL FOR APPLICATIONS

    ",09/06/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23212.txt?ver=AE3M_pRopSJeKH4Wv7PP3g%3d%3d
213/23,"NOTICE OF CONVENING FY25-1 TEST PILOT SCHOOL SELECTION BOARD",09/11/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23213.txt?ver=R6bD7lI7R6bNYGZL30TKQQ%3d%3d
214/23,"FISCAL YEAR 2024-2025 SECRETARY OF THE NAVY TOURS WITH INDUSTRY ANNOUNCEMENT",09/11/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23214.txt?ver=dMx9lJZrvPKRJWEoomdZwQ%3d%3d
215/23,"ENLISTED APPLICATIONS BEING ACCEPTED BY NAVY FLIGHT DEMONSTRATION SQUADRON (BLUE ANGELS) FOR 2025",09/11/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23215.txt?ver=ROE0GkpS6uJrWhUMA_OsXw%3d%3d
216/23,"2023 CNO NAVAL HISTORY ESSAY CONTEST WINNERS",09/14/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23216.txt?ver=qc2H2AFzeQl8-FMHFxucyg%3d%3d
217/23,"UNITED STATES NAVY SENIOR ENLISTED ACADEMY UPDATE",09/14/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23217.txt?ver=yytfXF_MaPqUx8amD8GVlw%3d%3d
218/23,"FALL FISCAL YEAR 2024 TRAINING AND ADMINISTRATION OF THE RESERVE OFFICER  IN-SERVICE PROCUREMENT PROGRAM BOARD  FACT SHEET",09/14/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23218.txt?ver=PmPe441idiKMkQsmjA43sA%3d%3d
219/23,"THE 250TH BIRTHDAYS OF THE NAVY AND THE UNITED STATES OF AMERICA",09/15/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23219.txt?ver=Z50JGmpy5HRz5j2TwgBaBQ%3d%3d
220/23,"SUICIDE PREVENTION MONTH",09/18/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23220.txt?ver=2_AXmiyK-Fa6gQIV1pQKew%3d%3d
221/23,"2023 ASSOCIATION OF OLD CROWS OUTSTANDING NAVY UNIT AWARD WINNERS",09/18/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23221.txt?ver=4P6IjoVbykl24dtKgKysmw%3d%3d
222/23,"ATTENDANCE AT THE 2024 JOINT SERVICE AIR TRAFFIC CONTROL SYMPOSIUM",09/19/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23222.txt?ver=dMicjjNR4Z1XlA1mPXB_Xg%3d%3d
223/23,"FY23 FLIGHT HOUR VERIFICATION REQUIREMENT FOR CONDITIONAL AVIATION INCENTIVE PAY AND HAZARDOUS DUTY INCENTIVE PAY FOR FLYING",09/21/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23223.txt?ver=lkSyWgtdRdO9oavuSvPqug%3d%3d
224/23,"NAVY ESPORTS TEAM APPLICATIONS",09/21/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23224.txt?ver=H8xoeQpAUyeBm5XTka1y2A%3d%3d
225/23,"SPECIAL LEAVE ACCRUAL POLICY UPDATE  FACT SHEET",09/21/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23225.txt?ver=OEiF6iQg0W1QU2C6tYKhAg%3d%3d
226/23,"MONTGOMERY GI BILL PROGRAM UPDATE  FACT SHEET",09/21/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23226.txt?ver=h6QHsjzApMaudOM0Lx9H4Q%3d%3d
227/23,"FY24 PROJECTED SHIP INACTIVATION SCHEDULE",10/11/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23227.txt?ver=DOsnTElKs3_UDRzBvIXclQ%3d%3d
228/23,"CNIC CELEBRATES 20TH ANNIVERSARY (CORRECTED COPY)",09/25/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23228.txt?ver=Li26MxHhoMze7BG2Dt55gw%3d%3d
229/23,"ACTIVE-DUTY PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER,  LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND  STAFF CORPS

    ",09/25/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23229.txt?ver=U6T3RuJm_IBNbPp8k3vr1A%3d%3d
230/23,"NAVY RESERVE PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER,  LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND  STAFF CORPS

    ",09/25/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23230.txt?ver=CudV9vM2n4-CIF2RlAVVzg%3d%3d
231/23,"FISCAL YEAR 2024 JUDGE ADVOCATE GENERAL'S CORPS IN-SERVICE PROCUREMENT  PROGRAM SELECTION BOARD",09/25/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23231.txt?ver=j32BIsijH6Mq8Yz1NdcuOQ%3d%3d
232/23,"FY24 UNITED STATES NAVAL ACADEMY LEADERSHIP EDUCATION AND DEVELOPMENT  MASTERS PROGRAM",09/25/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23232.txt?ver=Z_pferjNLkp7KGUNYQvh5w%3d%3d
233/23,"NAVY 248TH BIRTHDAY COMMEMORATION EXECUTION ORDER",09/26/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23233.txt?ver=1S6Ad0n3_x2oOdZn1gHaHw%3d%3d
234/23,"MILITARY MENTORS FOR UNITED STATES SENATE YOUTH PROGRAM (CORRECTED COPY)",09/29/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23234.txt?ver=cMgt2UfDfUf5o1rfG7-Zmw%3d%3d
235/23,"2023 VICE ADMIRAL JAMES BOND STOCKDALE LEADERSHIP AWARD WINNERS",10/02/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23235.txt?ver=7PYrbNkyd1Aj6kJlpG5o7g%3d%3d
236/23,"FISCAL YEAR 2024 GENERAL MILITARY TRAINING REQUIREMENTS  FACT SHEET",10/05/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23236.txt?ver=TDinLQE6TNU_L5nuaO39TQ%3d%3d
237/23,"UPDATES TO THE NAVY ENLISTED LEADER DEVELOPMENT PROGRAM  FACT SHEET",10/03/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23237.txt?ver=HxJ_DIjNx_-2G4JktWPEqg%3d%3d
238/23,"NAVY WINNERS OF THE 2023 SECRETARY OF DEFENSE MAINTENANCE AWARDS",10/03/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23238.txt?ver=8Tamtkc4ky6RzFxU6pdDhA%3d%3d
239/23,"SELECTED RESERVE ADVANCEMENT TO WARFIGHTING POSITIONS PROGRAM PHASE II  FACT SHEET",10/03/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23239.txt?ver=txF2j0P-IH_WBNqb9yUxig%3d%3d
240/23,"CALENDAR YEAR 2025 NAVY LEGISLATIVE FELLOWSHIP CALL FOR APPLICATIONS",10/06/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23240.txt?ver=uuWU5_Qzre7znxYk_HeClQ%3d%3d
241/23,"FISCAL YEAR 2024 CYBERSECURITY AWARENESS CHALLENGE",10/06/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23241.txt?ver=veOIDO-S5k2FOMYszaWFKg%3d%3d
242/23,"RENEWAL AND RESTRUCTURING OF EXPLOSIVE ORDNANCE DISPOSAL WARFARE OFFICER RETENTION BONUS",10/10/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23242.txt?ver=thTJHoEC2NMP8t8_qqJfZg%3d%3d
243/23,"CALL FOR FY-25 COMMAND MASTER CHIEF AND COMMAND SENIOR CHIEF SCREEN BOARD MEMBERSHIP AND APPLICATIONS",10/10/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23243.txt?ver=y31SZiqh5CS2Mwo056Orag%3d%3d
244/23,"ACADEMIC YEAR 2024 EXPEDITIONARY WARFARE SCHOOL MARINE AIR GROUND TASK FORCE OPERATIONS AFLOAT COURSE",10/10/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23244.txt?ver=8yiddTUUpaL6E9uKiHN3oQ%3d%3d
245/23,"ORDER TO ACCOUNT FOR THE NAVY FAMILY IN CONJUNCTION WITH/TYPHOON BOLAVEN",10/11/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23245.txt?ver=dQEgFMYN8JSRTunX-Zq2Fg%3d%3d
246/23,"NOTICE OF CONVENING NAVY RESERVE FY-25 LINE AND STAFF REAR ADMIRAL AND REAR ADMIRAL (LOWER HALF) PROMOTION SELECTION BOARDS",10/12/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23246.txt?ver=62JRXu8U8sCaR0wiMbE4WQ%3d%3d
247/23,"CNO BIRTHDAY MESSAGE TO THE FLEET",10/12/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23247.txt?ver=70KsKC_8PMpTAJgkcav5yQ%3d%3d
248/23,"ANNOUNCEMENT OF OPNAV 1650/3 (Rev. SEP 23)",10/13/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23248.txt?ver=UAepWKKP3o4isc-r4Nh-GQ%3d%3d
249/23,"FY24 MEDICAL DEPARTMENT OFFICER SPECIAL PAYS FOR ACTIVE DUTY",10/16/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23249.txt?ver=3HFStG-of2af5Cczat2bQQ%3d%3d
250/23,"2023-2024 NAVY INFLUENZA VACCINATION AND REPORTING POLICY",10/17/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23250.txt?ver=FjnihC23IzG-YcMpYmozcw%3d%3d
251/23,"ACTIVE-DUTY PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER, LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND STAFF CORPS

    ",10/23/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23251.txt?ver=LbBhKx9oS2_1oZW7QtHdQg%3d%3d
252/23,"NAVY RESERVE PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER, LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND STAFF CORPS

    ",10/23/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23252.txt?ver=yo_gUvBVdSysu4cKqu1dYg%3d%3d
